ECG_Raw,ECG_Clean,ECG_Rate,ECG_Quality,ECG_R_Peaks,ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets,ECG_Phase_Atrial,ECG_Phase_Completion_Atrial,ECG_Phase_Ventricular,ECG_Phase_Completion_Ventricular
0.07368544055123177,0.06955847994270435,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06100100652703346,0.0667531888821584,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0505874899668852,0.06411737233865634,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.047068894759325214,0.06191502025395178,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04968522098541794,0.060278702765115905,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.053933588035758144,0.05923641708279994,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.056584816997192394,0.058797837437405395,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.057732547909731716,0.058999815019388516,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.058953850322951244,0.05989284219739298,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06104207377866794,0.06151138617688301,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06353025181912432,0.06384853667833992,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06556052093723494,0.0668366620368211,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06693640934500397,0.07035883167224222,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06857166417477929,0.07431058741047743,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0719023983535781,0.07867776410002596,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.07762687211401353,0.08356944925944956,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.08512358866127266,0.08918414561060241,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.09333490862258105,0.09573774097266453,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.10187549826466626,0.10338848725247787,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11063280644560758,0.1121716556973692,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11845243723899865,0.12195652076533572,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.12350435649384651,0.13245957826011817,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.126223838206193,0.14332531959133366,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.13159643441889093,0.15420861637519334,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.14655033564868317,0.16476062402587419,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.17360119629314505,0.17450852397684127,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.20753219107910817,0.18274956550713672,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.23863230025451942,0.18860101692233905,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.25801931208542167,0.19122591241314874,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2603731617645584,0.19010997467833285,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.24517383740398271,0.1852229403966922,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2176965602218471,0.1769762689142394,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.1872468100697446,0.16602318440295036,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.16147230303789503,0.1530402979271847,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.1407675293646707,0.1386212137368174,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11886972024112821,0.12332502692413284,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.09096184001128368,0.1078137246698733,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.061254174401918285,0.09292623385151545,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.040059895972383734,0.07954974286921117,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.032983973446292815,0.06831577123851473,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.03591164769142483,0.059343888014336245,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.041227611169659895,0.05225049306528602,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04526975622956918,0.04641018793155002,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.047708592321253546,0.04125608144797558,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04725467509346397,0.03643469759326807,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04260693713485066,0.03179108890210788,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.036752893233539245,0.027250674041769358,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.03495631718843461,0.02268223653005406,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0363327251241149,0.017855441297711546,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.03178396168954767,0.012575832130909246,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.014478647941809452,0.006910416136947114,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.009951966626874274,0.0012756971351234065,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.028107014863320505,-0.003730057764464929,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.03280240903886615,-0.007613311133149224,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.02850018688369436,-0.010177442256337316,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.023355956750717038,-0.011569609849527103,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.020277781615452097,-0.012259784328755853,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.017196743365909456,-0.012984145183772187,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.012695238066440318,-0.014641140512769555,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.008016098572440438,-0.01820566695795996,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.0039039845521693217,-0.024770046713741417,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0017455683957354187,-0.035687648531147434,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.010747105005093356,-0.05261579370133555,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.018579588016995954,-0.07726459560980195,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.012922114719625878,-0.11089587847722206,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.01913869122779858,-0.1538594316552954,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.08074620788304622,-0.2054380958301269,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.1626323262958299,-0.2639982015655303,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.2524953482782788,-0.32721081392804346,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.3478204850084008,-0.3921484311674358,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.45762777732627896,-0.4552514407836005,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.5876301442718421,-0.5123079568988381,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.7224833189536868,-0.5586820638742808,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.8283053377039982,-0.5899769092153409,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.878901397802378,-0.6029690009157611,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.8764512639172862,-0.596252661156762,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.8393774835208454,-0.5701730959785581,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.7733372193277381,-0.5262891347115216,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.6648145469504071,-0.46699308532122863,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.5041826625805207,-0.395560913435751,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.3067207254602272,-0.3163257777068253,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
-0.10878339971499093,-0.2345219141892571,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05219401315733274,-0.15562574713078428,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.15506674334435336,-0.08438707288993635,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2000999290819835,-0.024003554176512433,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2025404502203935,0.024121320053669022,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.18241264675477303,0.059984941966430005,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.1571485497986965,0.08436163535395091,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.1364604072082355,0.09841280908751145,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11973350165891429,0.10365097953051375,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.10104111756401779,0.10202882239935102,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0792757667239889,0.09585729857315572,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06110418746356702,0.08744925833729839,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05290545244011102,0.07865360120583775,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05321904592779314,0.07057027128360585,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05538922905909341,0.06359816607445228,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.055492279765955554,0.0577032987167924,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.055064768261947616,0.05268061288294321,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.0564175071715615,0.048293048360679366,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05759944412196241,0.04432019040072028,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.053848888154218844,0.04058677013697678,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04366595134208798,0.036996062196301305,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.031235394075400682,0.03354787142145378,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02195966768723572,0.03032036623527524,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.017443483311876704,0.027427309410685857,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.015944706916337575,0.02497544217645259,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.01577304430027703,0.02303194716014475,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.01647616293020062,0.02161127647345254,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.017828374945049474,0.020696440884758326,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.019392334945584188,0.020277451749012847,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02091113757293333,0.020356092406381726,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.022291167467991504,0.020907119748339784,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02341854350024816,0.021855736002588045,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02444217267548052,0.02311180883784966,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02577040356199958,0.024616398272620365,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.027321001254032102,0.02634687142856408,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02831990794790112,0.02830206143239877,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02845480561724252,0.0305110069007187,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.02880769890011253,0.03304519479912614,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.030932089232530765,0.035987859358423746,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.03519601346210448,0.039378835927139824,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.040659307285527975,0.043204691279775484,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.04633145852847552,0.04745653029857789,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05176052074137776,0.05220134675769086,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.05666995526301221,0.057610207931138364,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06115331650026333,0.06393638091734012,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06622673152517362,0.07145792904215505,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.07294218272848142,0.08039438447266481,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.08061925886337654,0.09081822920022778,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.08728769345041515,0.10259476514465209,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.09295349636512766,0.11537437068150809,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.10161062253403333,0.12864037904795858,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11852700715073064,0.14178432965972484,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.14546831110530012,0.15414653222306673,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.17928574095517733,0.16498343302203852,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.21450828072085018,0.1734183793968426,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2456095037250133,0.17848657128177306,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2661537910774505,0.17931009923389757,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.2676853260603369,0.17532907887294702,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.24393572700648827,0.16649096211484088,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.19933681739888967,0.15331390035752013,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.1503418030869235,0.1367457850304053,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.11253347782656208,0.11785104811786486,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.08663173856954215,0.09755133836711688,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
0.06169198492369592,0.07663292870521053,139.68957871396893,0.8452852863957259,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0
